Job,LLAMA,Gemini
"{'Company Name': 'Qualys', 'Job Title': 'Software Engineer', 'Location': 'Pune', 'Skills': ""['Java', 'SQL', 'Backend Development']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - 0 - 4 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Qualys', 'experience': '0 - 4 Years', 'salary': 'Rs. 6 LPA - Rs. 12 LPA', 'location': 'Pune', 'job_description': None, 'skills': ['Java', 'SQL', 'Backend Development']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Qualys', 'experience': '0 - 4 Years', 'salary': 'Rs. 6 LPA - Rs. 12 LPA', 'location': 'Pune', 'job description': None, 'skills': ['Java', 'SQL', 'Backend Development']}"
"{'Company Name': 'American Express', 'Job Title': 'Associate - Digital Product Management', 'Location': 'Gurgaon', 'Skills': ""['Product Management', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 10 LPA - Rs. 15 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate - Digital Product Management', 'job_link': None, 'company_name': 'American Express', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 15 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Product Management', 'SQL']}","{'job title': 'Associate - Digital Product Management', 'job link': None, 'company name': 'American Express', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 15 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Product Management', 'SQL']}"
"{'Company Name': 'IBM', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Java', 'Node.js']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'IBM', 'experience': '0 - 1 Years', 'salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Java', 'Node.js']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'IBM', 'experience': '0 - 1 Years', 'salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Java', 'Node.js']}"
"{'Company Name': 'Cognizant', 'Job Title': 'Programmer Analyst', 'Location': 'Chennai', 'Skills': ""['Python', 'Java', 'C++']"", 'Job Type': 'Hybrid', 'Salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Programmer Analyst', 'job_link': None, 'company_name': 'Cognizant', 'experience': '0 - 2 Years', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Chennai', 'job_description': None, 'skills': ['Python', 'Java', 'C++']}","{'job title': 'Programmer Analyst', 'job link': None, 'company name': 'Cognizant', 'experience': '0 - 2 Years', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Chennai', 'job description': None, 'skills': ['Python', 'Java', 'C++']}"
"{'Company Name': 'Birlasoft', 'Job Title': 'Technical Specialist-App Development', 'Location': 'Hyderabad', 'Skills': ""['Application Development']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'Experience': 'Year of experience - Freshers'}","{'job_title': 'Technical Specialist-App Development', 'job_link': None, 'company_name': 'Birlasoft', 'experience': 'Freshers', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Application Development']}","{'job title': 'Technical Specialist-App Development', 'job link': None, 'company name': 'Birlasoft', 'experience': 'Freshers', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Application Development']}"
"{'Company Name': 'Capegemini', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Python/Java/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 3.5 LPA - Rs. 6 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Capegemini', 'experience': '0 - 2 Years', 'salary': 'Rs. 3.5 LPA - Rs. 6 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python', 'Java', 'C++']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Capegemini', 'experience': '0 - 2 Years', 'salary': 'Rs. 3.5 LPA - Rs. 6 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Python', 'Java', 'C++']}"
"{'Company Name': 'BlackRock', 'Job Title': 'Associate, Automation Engineer', 'Location': 'Gurgaon', 'Skills': ""['Microsoft Azure']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs, 12 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate, Automation Engineer', 'job_link': None, 'company_name': 'BlackRock', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Microsoft Azure']}","{'job title': 'Associate, Automation Engineer', 'job link': None, 'company name': 'BlackRock', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Microsoft Azure']}"
"{'Company Name': 'Oracle', 'Job Title': 'Software Engineering Analyst', 'Location': 'Bengaluru', 'Skills': ""['Java', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 10 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Software Engineering Analyst', 'job_link': None, 'company_name': 'Oracle', 'experience': '0 - 1 Years', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Bengaluru', 'job_description': None, 'skills': ['Java', 'SQL']}","{'job title': 'Software Engineering Analyst', 'job link': None, 'company name': 'Oracle', 'experience': '0 - 1 Years', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Bengaluru', 'job description': None, 'skills': ['Java', 'SQL']}"
"{'Company Name': 'Volvo', 'Job Title': 'Software Engineer', 'Location': 'Bangalore', 'Skills': ""['.Net', 'SQL', 'C#']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 5 LPA - Rs. 8 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Volvo', 'experience': '0 - 2 Years', 'salary': 'Rs. 5 LPA - Rs. 8 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': [' .Net', ' SQL', ' C#']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Volvo', 'experience': '0 - 2 Years', 'salary': 'Rs. 5 LPA - Rs. 8 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['.Net', 'SQL', 'C#']}"
"{'Company Name': 'Servicenow', 'Job Title': 'Associate Audio Visual Engineer', 'Location': 'Hyderabad', 'Skills': ""['Audio Visual Design']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate Audio Visual Engineer', 'job_link': None, 'company_name': 'Servicenow', 'experience': '0 - 2 Years', 'salary': 'Rs. 6 LPA - Rs. 12 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Audio Visual Design']}","{'job title': 'Associate Audio Visual Engineer', 'job link': None, 'company name': 'Servicenow', 'experience': '0 - 2 Years', 'salary': 'Rs. 6 LPA - Rs. 12 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Audio Visual Design']}"
"{'Company Name': 'Amazon', 'Job Title': 'Software Development Engineer 1', 'Location': 'Gurugram', 'Skills': ""['Java/C/C++', 'JavaScript']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 15 LPA - Rs. 30 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Software Development Engineer 1', 'job_link': None, 'company_name': 'Amazon', 'experience': '0 - 1 Years', 'salary': 'Rs. 15 LPA - Rs. 30 LPA', 'location': 'Gurugram', 'job_description': None, 'skills': ['Java/C/C++', 'JavaScript']}","{'job title': 'Software Development Engineer 1', 'job link': None, 'company name': 'Amazon', 'experience': '0 - 1 Years', 'salary': 'Rs. 15 LPA - Rs. 30 LPA', 'location': 'Gurugram', 'job description': None, 'skills': ['Java/C/C++', 'JavaScript']}"
"{'Company Name': 'ServiceNow', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Javascript', 'Python', 'SQL']"", 'Job Type': 'Flexible or Remote', 'Salary': 'Rs. 12 LPA - Rs. 20 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'ServiceNow', 'experience': '0 - 2 Years', 'salary': 'Rs. 12 LPA - Rs. 20 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Javascript', 'Python', 'SQL']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'ServiceNow', 'experience': '0 - 2 Years', 'salary': 'Rs. 12 LPA - Rs. 20 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Javascript', 'Python', 'SQL']}"
"{'Company Name': 'PayPal', 'Job Title': 'Associate Engineer', 'Location': 'Bangalore, Chennai', 'Skills': ""['Java', 'Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 12 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate Engineer', 'job_link': None, 'company_name': 'PayPal', 'experience': '0 - 2 Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Bangalore, Chennai', 'job_description': None, 'skills': ['Java', 'Python', 'SQL']}","{'job title': 'Associate Engineer', 'job link': None, 'company name': 'PayPal', 'experience': '0 - 2 Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Bangalore, Chennai', 'job description': None, 'skills': ['Java', 'Python', 'SQL']}"
"{'Company Name': 'Qualcomm', 'Job Title': 'Engineer-APT', 'Location': 'Hyderabad', 'Skills': ""['C', 'C++', 'Java', 'Python']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 12 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Engineer-APT', 'job_link': None, 'company_name': 'Qualcomm', 'experience': '0 - 1 Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['C', 'C++', 'Java', 'Python']}","{'job title': 'Engineer-APT', 'job link': None, 'company name': 'Qualcomm', 'experience': '0 - 1 Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['C', 'C++', 'Java', 'Python']}"
"{'Company Name': 'GE Digital', 'Job Title': 'Software Engineer (Full Stack)', 'Location': 'Bengaluru', 'Skills': ""['Full Stack Development']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6.5 LPA - Rs. 10 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer (Full Stack)', 'job_link': None, 'company_name': 'GE Digital', 'experience': 'Fresher', 'salary': 'Rs. 6.5 LPA - Rs. 10 LPA', 'location': 'Bengaluru', 'job_description': None, 'skills': ['Full Stack Development']}","{'job title': 'Software Engineer (Full Stack)', 'job link': None, 'company name': 'GE Digital', 'experience': 'Fresher', 'salary': 'Rs. 6.5 LPA - Rs. 10 LPA', 'location': 'Bengaluru', 'job description': None, 'skills': ['Full Stack Development']}"
"{'Company Name': 'Google', 'Job Title': 'Cloud Web Application Engineer', 'Location': 'Gurgaon', 'Skills': ""['Java/Python/JavaScript', 'Google Cloud']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 18 LPA - Rs. 24 LPA', 'Experience': 'Year of experience - 0 - 3 Years'}","{'job_title': 'Cloud Web Application Engineer', 'job_link': None, 'company_name': 'Google', 'experience': '0 - 3 Years', 'salary': 'Rs. 18 LPA - Rs. 24 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Java/Python/JavaScript', 'Google Cloud']}","{'job title': 'Cloud Web Application Engineer', 'job link': None, 'company name': 'Google', 'experience': '0 - 3 Years', 'salary': 'Rs. 18 LPA - Rs. 24 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Java/Python/JavaScript', 'Google Cloud']}"
"{'Company Name': 'GAP Inc.', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Python/Java/C/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 9 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'GAP Inc.', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python', 'Java', 'C', 'C++']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'GAP Inc.', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ""['Python/Java/C/C++']""}"
"{'Company Name': 'United Airlines', 'Job Title': 'Associate Engineer (.Net + Go Lang)', 'Location': 'Gurugram', 'Skills': ""['Go Lang', '.Net']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate Engineer (.Net + Go Lang)', 'job_link': None, 'company_name': 'United Airlines', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Gurugram', 'job_description': None, 'skills': ['Go Lang', '.Net']}","{'job title': 'Associate Engineer (.Net + Go Lang)', 'job link': None, 'company name': 'United Airlines', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Gurugram', 'job description': None, 'skills': ['Go Lang', '.Net']}"
"{'Company Name': 'PayU', 'Job Title': 'Integration Engineer', 'Location': 'Bangalore', 'Skills': ""['Python', 'Java', 'SQL']"", 'Job Type': 'Hybrid', 'Salary': 'Rs. 7 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - Freshers'}","{'job_title': 'Integration Engineer', 'job_link': None, 'company_name': 'PayU', 'experience': '0 years', 'salary': 'Rs. 7 LPA - Rs. 12 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['Python', 'Java', 'SQL']}","{'job title': 'Integration Engineer', 'job link': None, 'company name': 'PayU', 'experience': 'Freshers', 'salary': 'Rs. 7 LPA - Rs. 12 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['Python', 'Java', 'SQL']}"
"{'Company Name': 'Razorpay', 'Job Title': 'Software Development Engineer', 'Location': 'Bangalore', 'Skills': ""['PHP/Python/Django/Golang/Java/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 12 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - 0 - 1Years'}","{'job_title': 'Software Development Engineer', 'job_link': None, 'company_name': 'Razorpay', 'experience': '0 - 1 Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['PHP', 'Python', 'Django', 'Golang', 'Java', 'C++']}","{'job title': 'Software Development Engineer', 'job link': None, 'company name': 'Razorpay', 'experience': '0 - 1Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['PHP', 'Python', 'Django', 'Golang', 'Java', 'C++']}"
"{'Company Name': 'Capegemini', 'Job Title': 'Android Developer', 'Location': 'Coimbatore', 'Skills': ""['Android Development']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4 LPA - Rs. 6 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Android Developer', 'job_link': None, 'company_name': 'Capegemini', 'experience': '0 - 2 Years', 'salary': 'Rs. 4 LPA - Rs. 6 LPA', 'location': 'Coimbatore', 'job_description': None, 'skills': ['Android Development']}","{'job title': 'Android Developer', 'job link': None, 'company name': 'Capegemini', 'experience': '0 - 2 Years', 'salary': 'Rs. 4 LPA - Rs. 6 LPA', 'location': 'Coimbatore', 'job description': None, 'skills': ['Android Development']}"
"{'Company Name': 'Birlasoft', 'Job Title': 'Technical Specialist-App Development', 'Location': 'Hyderabad', 'Skills': ""['Application Development']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'Experience': 'Year of experience - Freshers'}","{'job_title': 'Technical Specialist-App Development', 'job_link': None, 'company_name': 'Birlasoft', 'experience': 'Freshers', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Application Development']}","{'job title': 'Technical Specialist-App Development', 'job link': None, 'company name': 'Birlasoft', 'experience': 'Freshers', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Application Development']}"
"{'Company Name': 'Cognizant', 'Job Title': 'Programmer Analyst', 'Location': 'Chennai', 'Skills': ""['Python', 'Java', 'C++']"", 'Job Type': 'Hybrid', 'Salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Programmer Analyst', 'job_link': None, 'company_name': 'Cognizant', 'experience': '0 - 2 Years', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Chennai', 'job_description': None, 'skills': ['Python', 'Java', 'C++']}","{'job title': 'Programmer Analyst', 'job link': None, 'company name': 'Cognizant', 'experience': '0 - 2 Years', 'salary': 'Rs. 3.5 LPA - Rs. 5.5 LPA', 'location': 'Chennai', 'job description': None, 'skills': ['Python', 'Java', 'C++']}"
"{'Company Name': 'Razorpay', 'Job Title': 'Junior Associate - Customer Success Partner', 'Location': 'Bangalore', 'Skills': ""['Project Management']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4.5 LPA - Rs. 7 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Junior Associate - Customer Success Partner', 'job_link': None, 'company_name': 'Razorpay', 'experience': 'Fresher', 'salary': 'Rs. 4.5 LPA - Rs. 7 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['Project Management']}","{'job title': 'Junior Associate - Customer Success Partner', 'job link': None, 'company name': 'Razorpay', 'experience': 'Fresher', 'salary': 'Rs. 4.5 LPA - Rs. 7 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['Project Management']}"
"{'Company Name': 'NTT Data', 'Job Title': 'Associate Engineer: Software Development', 'Location': 'Bangalore', 'Skills': ""['C/C++', 'Java', 'JavaScript', 'Python']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4 LPA - Rs. 6 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Associate Engineer: Software Development', 'job_link': None, 'company_name': 'NTT Data', 'experience': 'Fresher', 'salary': 'Rs. 4 LPA - Rs. 6 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['C/C++', 'Java', 'JavaScript', 'Python']}","{'job title': 'Associate Engineer: Software Development', 'job link': None, 'company name': 'NTT Data', 'experience': 'Fresher', 'salary': 'Rs. 4 LPA - Rs. 6 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['C/C++', 'Java', 'JavaScript', 'Python']}"
"{'Company Name': 'Capegemini', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Python/Java/C/C++', 'Software Engineering']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 3.5 LPA - Rs. 5 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Capegemini', 'experience': 'Fresher', 'salary': 'Rs. 3.5 LPA - Rs. 5 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python/Java/C/C++', 'Software Engineering']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Capegemini', 'experience': 'Fresher', 'salary': 'Rs. 3.5 LPA - Rs. 5 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Python/Java/C/C++', 'Software Engineering']}"
"{'Company Name': 'Conduent', 'Job Title': 'Technical Business Analysis Engineer I', 'Location': 'Noida', 'Skills': ""['Software Engineering']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Technical Business Analysis Engineer I', 'job_link': None, 'company_name': 'Conduent', 'experience': 'Fresher', 'salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'location': 'Noida', 'job_description': None, 'skills': ['Software Engineering']}","{'job title': 'Technical Business Analysis Engineer I', 'job link': None, 'company name': 'Conduent', 'experience': 'Fresher', 'salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'location': 'Noida', 'job description': None, 'skills': ['Software Engineering']}"
"{'Company Name': 'EY', 'Job Title': 'Junior DevOps Engineer', 'Location': 'Noida', 'Skills': ""['DevOps Engineering']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 5 LPA - Rs. 7 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Junior DevOps Engineer', 'job_link': None, 'company_name': 'EY', 'experience': 'Fresher', 'salary': 'Rs. 5 LPA - Rs. 7 LPA', 'location': 'Noida', 'job_description': None, 'skills': ['DevOps Engineering']}","{'job title': 'Junior DevOps Engineer', 'job link': None, 'company name': 'EY', 'experience': 'Fresher', 'salary': 'Rs. 5 LPA - Rs. 7 LPA', 'location': 'Noida', 'job description': None, 'skills': ['DevOps Engineering']}"
"{'Company Name': 'GAP Inc.', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Python/Java/C/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 9 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'GAP Inc.', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python', 'Java', 'C', 'C++']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'GAP Inc.', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ""['Python/Java/C/C++']""}"
"{'Company Name': 'BlackRock', 'Job Title': 'Associate - Automation Engineer', 'Location': 'Gurgaon', 'Skills': ""['Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate - Automation Engineer', 'job_link': None, 'company_name': 'BlackRock', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Python', 'SQL']}","{'job title': 'Associate - Automation Engineer', 'job link': None, 'company name': 'BlackRock', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Python', 'SQL']}"
"{'Company Name': 'IBM', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Java', 'Node.js']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'IBM', 'experience': '0 - 1 Years', 'salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Java', 'Node.js']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'IBM', 'experience': '0 - 1 Years', 'salary': 'Rs. 4.5 LPA - Rs. 6.5 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Java', 'Node.js']}"
"{'Company Name': 'EY', 'Job Title': 'UI Engineer', 'Location': 'Noida', 'Skills': ""['UI UX Design']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 8 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'UI Engineer', 'job_link': None, 'company_name': 'EY', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 8 LPA', 'location': 'Noida', 'job_description': None, 'skills': ['UI UX Design']}","{'job title': 'UI Engineer', 'job link': None, 'company name': 'EY', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 8 LPA', 'location': 'Noida', 'job description': None, 'skills': ['UI UX Design']}"
"{'Company Name': 'Optum', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Javascript', 'Python']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 5 LPA - Rs. 8 LPA', 'Experience': 'Year of experience - Freshers'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Optum', 'experience': 'Freshers', 'salary': 'Rs. 5 LPA - Rs. 8 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Javascript', 'Python']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Optum', 'experience': 'Year of experience - Freshers', 'salary': 'Rs. 5 LPA - Rs. 8 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Javascript', 'Python']}"
"{'Company Name': 'EY', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Python/Java/C/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4.5 LPA - Rs. 7 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'EY', 'experience': 'Fresher', 'salary': 'Rs. 4.5 LPA - Rs. 7 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python', 'Java', 'C', 'C++']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'EY', 'experience': 'Fresher', 'salary': 'Rs. 4.5 LPA - Rs. 7 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ""['Python/Java/C/C++']""}"
"{'Company Name': 'NetApp', 'Job Title': 'Software Engineer', 'Location': 'Bengaluru', 'Skills': ""['C/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 10 LPA - Rs. 14 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'NetApp', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 14 LPA', 'location': 'Bengaluru', 'job_description': None, 'skills': ['C/C++']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'NetApp', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 14 LPA', 'location': 'Bengaluru', 'job description': None, 'skills': ['C/C++']}"
"{'Company Name': 'Dyson', 'Job Title': 'Junior Frontend QA Engineer', 'Location': 'Bangalore', 'Skills': ""['Python', 'Javascript']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 10 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Junior Frontend QA Engineer', 'job_link': None, 'company_name': 'Dyson', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['Python', 'Javascript']}","{'job title': 'Junior Frontend QA Engineer', 'job link': None, 'company name': 'Dyson', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['Python', 'Javascript']}"
